Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Brandon Lockridge","MIL",11,49,44,11,8,2,0,1,5,4,4,0,13,0,0,0,,3,0,0.241493,0.0805763,0.26257,0.306875,0.30815,0.338752,0.287504,0.646902,0.0972583,6.79912,0.327156,-0.00372461,0.240457,4.77323,-1.0165,83.2894,0.236732,0.303734,-0.7337400764226913,-0.021266043186187744,0.0895476,747.4000244140625,,,,,,,50.5,4.59090909,50.5,4.59090909,,,,,,,,,,,,,,,,,,,"Brandon Lockridge","21496",663604
"Elias Díaz",,40,160,146,32,22,6,0,4,15,16,11,0,39,1,1,1,,0,0,0.21792,0.0682433,0.246356,0.27701,0.275604,0.342091,0.272014,0.617696,0.124172,2.28109,0.268079,-0.228277,-0.198704,13.5738,-5.33139,71.5681,-0.426981,-1.33345,-5.803629457950592,1.791554570198059,0.0889886,750.0900268554688,,,,,,,124.2,3.105,124.2,3.105,,,,,,,,,,,,,,,,,,,"Elias Diaz","11680",553869
"Jhostynxon Garcia","PIT",91,392,358,83,54,16,3,11,45,41,25,0,109,4,3,1,,4,1,0.231445,0.0650275,0.277843,0.234044,0.288594,0.380124,0.291826,0.668718,0.148679,5.00696,0.298897,0,-0.324812,39.5612,-6.75663,83.6116,-0.324812,-0.866078,-7.9388925433158875,-4.266078233718872,0.085632,558.9099731445312,,,,,,,365.5,4.016483516,365.5,4.016483516,,,,,,,,,,,,,,,,,,,"Jhostynxon Garcia","28142",691373
"Dairon Blanco","KCR",13,56,50,12,9,2,0,1,7,6,4,0,14,1,0,1,,5,1,0.2418,0.0661191,0.249362,0.265153,0.303925,0.35973,0.292837,0.663655,0.11793,7.95092,0.313026,-0.0127226,0.473257,5.69756,-0.919268,83.2513,0.460534,-0.161237,-0.6449253559112549,-0.4612374007701874,0.0840258,999,,,,,,,54.1,4.161538461,54.1,4.161538461,,,,,,,,,,,,,,,,,,,"Dairon Blanco","19779",680118
"Nelson Rada","LAA",26,112,98,24,19,3,0,1,12,9,10,0,27,2,1,1,,5,2,0.240092,0.0927129,0.237667,0.390096,0.320892,0.305112,0.284361,0.626005,0.0650206,5.66048,0.319773,-0.0152253,0.0824587,10.6244,-2.60921,79.2516,0.0672334,0.228169,-2.671662464737892,-0.3718309998512268,0.0830127,999,,,,,,,94.4,3.63076923,94.4,3.63076923,,,,,,,,,,,,,,,,,,,"Nelson Rada","sa3018421",703185
"Chris Taylor",,60,259,230,49,32,11,1,5,28,24,22,1,83,4,2,1,,5,2,0.213876,0.0860465,0.321697,0.267477,0.2932,0.336113,0.279743,0.629313,0.122238,4.81336,0.307018,-0.21941,0.0270339,23.5978,-7.005,76.8771,-0.192376,-0.632001,-7.270635470747948,-0.7070010900497437,0.0806263,999,,,,,,,210.9,3.515,210.9,3.515,,,,,,,,,,,,,,,,,,,"Chris Taylor","13757",621035
"Enrique Bradfield Jr.","BAL",10,42,37,9,6,2,0,0,5,4,4,0,9,0,0,0,,3,1,0.229143,0.0883771,0.218745,0.404019,0.304159,0.322434,0.279875,0.626593,0.0932913,6.75491,0.288583,-0.00179969,0.210842,3.83118,-1.13145,78.7835,0.209042,0.0331364,-0.8412164747714996,0.18313637003302574,0.0805703,999,,,,,,,34.1,3.41,34.1,3.41,,,,,,,,,,,,,,,,,,,"Enrique Bradfield Jr.","sa3022917",690961
"John Rave","KCR",34,147,131,30,19,6,1,3,17,15,14,0,39,1,1,1,,4,1,0.228343,0.0923011,0.262323,0.351861,0.302511,0.370005,0.295815,0.672516,0.141662,6.18627,0.294454,-0.0279366,0.134278,15.3116,-2.05759,85.3031,0.106342,-0.257503,-2.4400023818016052,-1.8325025737285614,0.0805196,999,,,,,,,138.1,4.061764705,138.1,4.061764705,,,,,,,,,,,,,,,,,,,"John Rave","26284",670231
"Ildemaro Vargas","ARI",16,70,65,16,12,3,0,1,7,7,4,0,8,1,0,0,,1,0,0.251816,0.0571739,0.115833,0.493588,0.29985,0.356006,0.288248,0.655856,0.10419,4.38607,0.273616,0.00253786,-0.0627127,6.86114,-1.4099,82.0597,-0.0601748,0.60269,-1.5485793612897396,0.0026900172233581543,0.0801135,999,,,,,,,59.6,3.725,59.6,3.725,,,,,,,,,,,,,,,,,,,"Ildemaro Vargas","13324",545121
"Leo De Vries","ATH",8,35,31,7,4,2,0,1,4,4,3,0,9,0,0,0,,0,0,0.223418,0.086055,0.246629,0.348924,0.298663,0.370321,0.293255,0.668985,0.146904,4.68456,0.280074,-0.00616655,-0.060438,3.57287,-0.562653,83.7368,-0.0666046,-0.0942672,-0.7374888882040977,0.28073275834321976,0.0765182,999,,,,,,,32.4,4.05,32.4,4.05,,,,,,,,,,,,,,,,,,,"Leo De Vries","sa3023363",815888
"Mark Canha",,44,189,165,39,28,8,0,4,19,18,17,0,39,5,2,0,,2,1,0.236144,0.0908751,0.207073,0.438855,0.324532,0.348403,0.300653,0.672935,0.112258,3.30372,0.285664,-0.220186,-0.199951,20.4286,-1.90316,91.2409,-0.420137,-1.26744,-2.3767615258693695,-3.292442798614502,0.0744191,999,,,,,,,181.2,4.118181818,181.2,4.118181818,,,,,,,,,,,,,,,,,,,"Mark Canha","11445",592192
"Maximo Acosta","MIA",16,70,64,14,10,3,0,2,7,7,5,0,17,1,0,0,,3,1,0.224366,0.0727885,0.24653,0.295252,0.285994,0.343773,0.278174,0.629766,0.119407,5.54531,0.281699,0.00603836,0.0170078,6.28864,-1.9824,74.8024,0.0230461,0.0126694,-2.067460674792528,0.4626694340258837,0.0740871,705.7100219726562,,,,,,,62.8,3.925,62.8,3.925,,,,,,,,,,,,,,,,,,,"Maximo Acosta","27963",691185
"Tommy Troy","ARI",8,35,31,7,5,1,0,1,4,3,3,0,7,0,0,0,,1,0,0.23851,0.0815032,0.209926,0.388248,0.308337,0.351856,0.292678,0.660193,0.113346,5.20618,0.291882,-0.00123256,0.00504955,3.55646,-0.579055,85.0946,0.00381699,0.0415385,-0.6144922699313611,0.16653846204280853,0.0733074,999,,,,,,,31.4,3.925,31.4,3.925,,,,,,,,,,,,,,,,,,,"Tommy Troy","sa3022561",694371
"Samad Taylor","SDP",10,42,37,9,6,1,0,1,5,4,4,0,10,0,0,1,,2,1,0.237463,0.0891284,0.24184,0.368543,0.310109,0.35028,0.293056,0.660389,0.112816,6.56662,0.30465,-0.00452264,0.0887579,4.28067,-0.681955,90.0769,0.0842352,-0.124518,-0.40972550213336945,-0.27451813220977783,0.0729597,999,,,,,,,38.7,3.87,38.7,3.87,,,,,,,,,,,,,,,,,,,"Samad Taylor","22274",669392
"Tristan Gray","MIN",16,70,64,14,8,3,0,2,7,8,5,0,20,1,1,0,,0,0,0.220249,0.0653105,0.288114,0.226683,0.27757,0.376906,0.284088,0.654476,0.156657,3.50315,0.284378,-0.0187555,-0.0939863,6.62476,-1.64628,79.4837,-0.112742,-0.0997258,-1.8054058775305748,0.10027424991130829,0.0720438,999,,,,,,,59.9,3.74375,59.9,3.74375,,,,,,,,,,,,,,,,,,,"Tristan Gray","19877",656484
"Tirso Ornelas","SDP",29,126,113,27,19,5,0,3,14,13,11,0,27,1,1,0,,1,1,0.239732,0.0861178,0.212106,0.406014,0.309179,0.366773,0.297795,0.675952,0.127041,3.55195,0.287467,-0.0181592,-0.186693,13.3268,-1.5611,93.323,-0.204852,0.257213,-1.201969712972641,-2.292787343263626,0.0713419,748.489990234375,,,,,,,116,4,116,4,,,,,,,,,,,,,,,,,,,"Tirso Ornelas","22566",672359
"Hao-Yu  Lee","DET",5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,,0,0,0.233252,0.0807135,0.219904,0.36704,0.305012,0.372067,0.297499,0.677079,0.138814,5.73236,0.281791,0,0.00881137,2.21609,-0.265226,89.2292,0.00881137,0.11745,-0.2577764233574271,0.19245000928640366,0.0672663,999,,,,,,,12.3,2.46,12.3,2.46,,,,,,,,,,,,,,,,,,,"Hao-Yu  Lee","sa3017863",701678
"Kameron Misner","KCR",11,49,43,9,5,2,0,1,5,5,5,0,16,0,0,0,,2,0,0.20896,0.107474,0.32068,0.335143,0.298397,0.350199,0.288226,0.648596,0.141239,6.08986,0.29669,-0.0198496,0.0968142,4.80195,-0.987774,80.0754,0.0769646,0.268837,-1.0737262964248657,0.043837323784828186,0.0671796,999,,,,,,,41.4,3.763636363,41.4,3.763636363,,,,,,,,,,,,,,,,,,,"Kameron Misner","26374",670224
"Tyler Callihan","CIN",26,112,101,23,16,4,1,2,11,11,8,0,32,1,1,1,,3,1,0.226749,0.0747891,0.283103,0.264177,0.29022,0.353262,0.283757,0.643482,0.126513,5.47396,0.304232,-0.0159364,0.10284,10.5694,-2.66422,75.0874,0.086904,0.196283,-3.220074199140072,0.14628254622220993,0.0667564,999,,,,,,,93.8,3.607692307,93.8,3.607692307,,,,,,,,,,,,,,,,,,,"Tyler Callihan","27497",682997
"Taylor Trammell","HOU",8,35,30,7,4,2,0,1,4,4,4,0,10,0,0,0,,1,0,0.215042,0.111868,0.299977,0.372922,0.308205,0.391568,0.307506,0.699773,0.176526,4.84381,0.280607,-0.014924,0.00148442,3.97784,-0.157681,96.9487,-0.0134395,-0.155551,-0.13931211456656456,-0.4305510073900223,0.0649459,999,,,,,,,38.3,4.7875,38.3,4.7875,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Tyler Fitzgerald","SFG",6,28,25,6,4,1,0,1,3,3,2,0,8,0,0,0,,1,0,0.232757,0.0626562,0.290518,0.21567,0.290188,0.379,0.29247,0.669188,0.146243,5.63167,0.307531,0.0165879,0.0349801,2.84045,-0.467962,88.3301,0.051568,0.11843,-0.33570853620767593,0.018429748713970184,0.0628494,732.6599731445312,,,,,,,28.8,4.8,28.8,4.8,,,,,,,,,,,,,,,,,,,"Tyler Fitzgerald","26208",666149
"Max Anderson","DET",5,21,20,5,3,1,0,1,2,3,1,0,4,0,0,0,,0,0,0.251622,0.0506816,0.171711,0.295156,0.295364,0.391996,0.296785,0.68736,0.140373,3.50731,0.28184,-0.000851975,-0.0334294,2.2039,-0.277408,88.737,-0.0342813,0.108,-0.3130512721836567,0.18299999833106995,0.0606442,999,,,,,,,23.3,4.66,23.3,4.66,,,,,,,,,,,,,,,,,,,"Max Anderson","sa3022567",801194
"David Fry","CLE",52,221,198,43,27,9,1,7,23,26,18,1,60,4,2,0,,2,0,0.218306,0.0805851,0.272449,0.29578,0.293732,0.376427,0.293189,0.670159,0.158121,3.80761,0.27312,-0.112195,-0.105386,22.5482,-3.56464,87.6951,-0.217581,0.00879594,-3.42268905043602,-3.591204199939966,0.0598117,682.3699951171875,,,,,,,210.2,4.042307692,210.2,4.042307692,,,,,,,,,,,,,,,,,,,"David Fry","24934",681807
"Weston Wilson","BAL",5,21,19,4,3,1,0,1,3,2,2,0,6,0,0,0,,1,0,0.222064,0.0925372,0.278989,0.331688,0.297332,0.387306,0.299045,0.684638,0.165242,4.96066,0.278399,-0.00873877,-0.00185557,2.24244,-0.238875,91.989,-0.0105943,-0.0154887,-0.20887454319745302,0.059511302039027214,0.0586683,999,,,,,,,23.6,4.72,23.6,4.72,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Eduardo Valencia","DET",5,20,18,4,3,1,0,1,2,3,1,0,5,0,0,0,,0,0,0.237147,0.0707503,0.227567,0.310898,0.296796,0.399949,0.302131,0.696745,0.162802,2.90643,0.276425,-0.00254907,-0.0255655,2.16391,-0.175611,92.4198,-0.0281146,-0.0368182,-0.20500999316573143,0.08818181604146957,0.0577713,999,,,,,,,19.7,3.94,19.7,3.94,,,,,,,,,,,,,,,,,,,"Eduardo Valencia","sa3006622",680664
"Tanner Murray","CHW",16,70,65,15,10,3,0,1,7,7,3,0,17,1,0,0,,0,0,0.229655,0.0479524,0.236911,0.202406,0.272733,0.345608,0.270929,0.618342,0.115953,3.33317,0.285507,-0.00918049,-0.104729,5.87687,-2.39417,70.9194,-0.11391,0.46379,-2.513153627514839,0.663790300488472,0.0572871,999,,,,,,,49.1,3.06875,49.1,3.06875,,,,,,,,,,,,,,,,,,,"Tanner Murray","sa3016805",695020
"Joey Wiemer","WSN",28,119,106,22,14,5,0,3,12,12,10,0,36,1,1,0,,3,1,0.20766,0.0859175,0.299231,0.287127,0.284137,0.342052,0.277272,0.626189,0.134392,4.50552,0.277911,-0.0300703,0.0224812,10.6035,-3.45725,75.5454,-0.00758911,0.518349,-3.4566531274467707,0.04334908723831177,0.0558478,750.5399780273438,,,,,,,95.8,3.421428571,95.8,3.421428571,,,,,,,,,,,,,,,,,,,"Joey Wiemer","27690",686894
"Christian Encarnacion-Strand","CIN",32,140,130,32,19,7,0,6,16,20,7,0,37,2,1,0,,1,0,0.242955,0.0514136,0.262911,0.195555,0.290719,0.43602,0.312467,0.726739,0.193064,3.26126,0.291913,0.0273494,-0.251652,16.4752,-0.0668498,94.755,-0.224303,-0.167994,-1.0946050882339478,-3.017994076013565,0.0557844,564.4600219726562,,,,,,,154.8,4.8375,154.8,4.8375,,,,,,,,,,,,,,,,,,,"Christian Encarnacion-Strand","30011",687952
"Shay Whitcomb","HOU",5,21,19,4,3,1,0,1,2,3,1,0,6,0,0,0,,0,0,0.223723,0.0700017,0.296865,0.235803,0.286245,0.393008,0.295118,0.679253,0.169285,4.71827,0.285053,-0.00336054,0.0110606,2.17548,-0.305828,88.4149,0.00770008,0.0261198,-0.2790429685264826,0.101119764149189,0.0557463,749.9099731445312,,,,,,,18.7,3.74,18.7,3.74,,,,,,,,,,,,,,,,,,,"Shay Whitcomb","27789",694376
"Justin Turner",,55,238,209,51,35,10,0,5,25,25,22,0,46,4,3,0,,1,1,0.243862,0.093426,0.193689,0.482351,0.3236,0.370363,0.306746,0.693963,0.126501,2.79664,0.284907,-0.654385,-0.354071,26.9024,-1.21915,95.4266,-1.00846,0.00412816,-2.2949217557907104,-5.245871838182211,0.0526042,999,,,,,,,229.7,4.176363636,229.7,4.176363636,,,,,,,,,,,,,,,,,,,"Justin Turner","5235",457759
"Kyren Paris","LAA",6,28,25,5,3,1,0,1,3,3,3,0,9,0,0,0,,1,0,0.205111,0.0932697,0.335108,0.278327,0.289057,0.352739,0.284407,0.641796,0.147628,6.95907,0.291701,0,0.0913986,2.65714,-0.651278,79.2827,0.0913986,0.0247653,-0.592299647629261,0.12476527132093906,0.0507654,745.22998046875,,,,,,,26.2,4.366666666,26.2,4.366666666,,,,,,,,,,,,,,,,,,,"Kyren Paris","26420",677347
"Korey Lee","CHW",24,96,90,20,13,4,0,3,10,10,5,0,26,1,0,0,,1,0,0.22022,0.0553861,0.269221,0.205727,0.267227,0.355519,0.272217,0.622746,0.135299,4.199,0.278056,0.0265008,-0.0520796,8.16007,-3.18307,71.8064,-0.0255788,-0.644673,-3.2156048268079758,1.2303271889686584,0.0506595,999,,,,,,,81.7,3.404166666,81.7,3.404166666,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Anthony Seigler","MIL",10,42,36,8,5,2,0,1,5,4,5,0,10,0,0,0,,1,0,0.2114,0.124389,0.234832,0.529692,0.314822,0.337671,0.293262,0.652493,0.12627,5.66643,0.264853,-0.000819295,0.0580747,4.28768,-0.674941,87.2337,0.0572554,-0.478241,-0.5782326310873032,-0.3282412886619568,0.0502228,999,,,,,,,40.9,4.09,40.9,4.09,,,,,,,,,,,,,,,,,,,"Anthony Seigler","23802",678011
"Tim Tawa","ARI",23,98,88,20,13,4,0,3,11,11,8,0,25,1,1,0,,2,1,0.223125,0.0794974,0.251617,0.315946,0.290439,0.368387,0.289331,0.658826,0.145262,4.86856,0.275401,-0.00151974,-0.0538497,9.69181,-1.88764,82.802,-0.0553695,0.431869,-2.052922807633877,-0.7181308269500732,0.0500748,545.2000122070312,,,,,,,91.8,3.991304347,91.8,3.991304347,,,,,,,,,,,,,,,,,,,"Tim Tawa","29571",694374
"Jhonny Pereda","SEA",3,13,11,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.24337,0.105395,0.242551,0.434527,0.326499,0.338637,0.298599,0.665136,0.0952673,2.23588,0.319763,-0.0046693,-0.0198715,1.36218,-0.150237,96.7687,-0.0245408,-0.0991124,-0.07328959740698338,0.1508876159787178,0.049463,999,,,,,,,11.7,3.9,11.7,3.9,,,,,,,,,,,,,,,,,,,"Jhonny Pereda","19802",640902
"Wade Meckler","LAA",8,35,31,8,6,1,0,0,4,3,3,0,7,0,0,0,,1,0,0.25635,0.0975136,0.210734,0.462734,0.332221,0.347663,0.303306,0.679883,0.0913132,4.49132,0.323016,-0.00245642,-0.0190367,3.85848,-0.277038,92.3018,-0.0214931,-0.23719,-0.3390567861497402,-0.41218993067741394,0.0463881,750.4600219726562,,,,,,,27.6,3.45,27.6,3.45,,,,,,,,,,,,,,,,,,,"Wade Meckler","31490",685133
"Dylan Moore","PHI",10,42,36,8,4,2,0,1,5,4,4,0,12,1,0,0,,2,1,0.206735,0.102498,0.292946,0.349886,0.303445,0.367411,0.296871,0.670856,0.160676,6.33517,0.270028,0.00217565,0.100691,4.41076,-0.551867,87.3411,0.102867,-0.273675,-0.5272788628935814,-0.42367491126060486,0.0456719,678.1699829101562,,,,,,,40,4,40,4,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Dylan Carlson","CHC",5,21,18,4,3,1,0,0,2,2,2,0,5,0,0,0,,0,0,0.229683,0.107827,0.232089,0.464594,0.321075,0.365328,0.305045,0.686403,0.135646,4.43556,0.283407,0.00398829,-0.0185518,2.34473,-0.136577,96.3428,-0.0145636,0.0754832,-0.10558766219764948,-0.1495167538523674,0.0453828,999,,,,,,,13.3,2.66,13.3,2.66,,,,,,,,,,,,,,,,,,,"Dylan Carlson","20126",666185
"Ryan Ward","LAD",5,21,19,4,3,1,0,1,3,3,2,0,5,0,0,0,,0,0,0.226996,0.0784136,0.25785,0.304106,0.290409,0.423679,0.30704,0.714088,0.196683,4.98683,0.266083,-0.00436841,-0.0114021,2.37876,-0.102552,96.4268,-0.0157706,0.0997388,-0.10470559075474739,-0.17526119947433472,0.0428391,999,,,,,,,21.7,4.34,21.7,4.34,,,,,,,,,,,,,,,,,,,"Ryan Ward","sa1169792",669899
"Gustavo Campero","LAA",5,21,19,5,3,1,0,1,2,2,1,0,4,1,0,0,,1,0,0.245254,0.0711323,0.193187,0.368204,0.319102,0.393481,0.312988,0.712583,0.148226,6.45563,0.285315,-0.00021262,0.0507027,2.48016,-0.00115204,98.971,0.0504901,-0.109516,0.025022538378834724,-0.3345155194401741,0.042285,999,,,,,,,29.2,5.84,29.2,5.84,,,,,,,,,,,,,,,,,,,"Gustavo Campero","22707",672569
"Ben Rortvedt","CIN",13,51,45,9,6,2,0,1,5,5,5,0,14,1,0,0,,0,0,0.203338,0.089757,0.268235,0.334621,0.286262,0.312554,0.269526,0.598816,0.109216,2.34355,0.265695,-0.0211421,-0.102179,4.24018,-1.8095,65.3388,-0.123321,-0.164981,-2.2266521602869034,0.8350185304880142,0.0409323,999,,,,,,,38.6,2.969230769,38.6,2.969230769,,,,,,,,,,,,,,,,,,,"Ben Rortvedt","20287",666163
"Rhylan Thomas","SEA",5,21,19,5,4,1,0,0,2,2,1,0,2,0,0,0,,1,0,0.261914,0.0612327,0.0910288,0.672674,0.310682,0.342274,0.288509,0.652957,0.0803602,4.61178,0.279766,-0.00196787,0.00446645,2.06281,-0.418504,89.8186,0.00249858,0.141539,-0.2495007433462888,-0.08346103131771088,0.0398839,999,,,,,,,16.8,3.36,16.8,3.36,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"Jared Young","NYM",3,14,12,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.237618,0.0941335,0.241858,0.38921,0.320439,0.413502,0.321054,0.733942,0.175885,4.38955,0.285106,-0.00545264,-0.0127569,1.74512,0.0909157,108.818,-0.0182096,-0.0686738,0.12810996919870377,-0.21867376565933228,0.0383897,999,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Jared Young","20404",676724
"Willie MacIver","TEX",3,13,11,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.226386,0.0772064,0.266807,0.289372,0.296754,0.353441,0.287599,0.650195,0.127054,4.73425,0.293963,-0.00130045,-0.000502698,1.24787,-0.264552,84.0652,-0.00180315,0.00690852,-0.24219998891931027,0.2569085229188204,0.0378909,749.8900146484375,,,,,,,11.7,3.9,11.7,3.9,,,,,,,,,,,,,,,,,,,"Willie MacIver","24641",680862
