Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Geraldo Perdomo","ARI",159,686,581,154,106,30,4,15,96,72,83,1,88,8,6,7,,23,6,0.265951,0.12166,0.1289,0.943834,0.362788,0.408002,0.339914,0.77079,0.142051,5.85468,0.288622,0.34546,0.805786,96.0155,14.9593,117.453,1.15125,0.443354,15.341222524642944,7.79335343837738,4.70207,78.05999755859375,,,,,,,832.1,5.233333333,832.1,5.233333333,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Pete Crow-Armstrong","CHC",149,644,591,150,88,30,5,26,88,92,35,1,155,9,6,4,,34,9,0.253505,0.054373,0.24032,0.226253,0.302513,0.455685,0.324131,0.758198,0.202179,7.10223,0.297392,0.812078,2.15318,81.8846,5.79108,109.417,2.96526,11.9331,10.153291463851929,14.233111143112183,4.68719,30.110000610351562,,,,,,,780.3,5.236912751,780.3,5.236912751,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Junior Caminero","TBR",154,665,610,165,96,29,1,39,89,116,46,1,127,4,5,0,,6,2,0.270289,0.0688869,0.190604,0.361414,0.322805,0.512949,0.355156,0.835754,0.24266,3.34422,0.27947,-0.0633625,-0.338354,101.306,22.7309,128.315,-0.401716,-1.57242,21.791116803884506,0.2025836706161499,4.59198,16.170000076293945,,,,,,,926.2,6.014285714,926.2,6.014285714,,,,,,,,,,,,,,,,,,,"Junior Caminero","28163",691406
"Ketel Marte","ARI",147,637,554,152,91,31,3,27,94,86,70,6,104,7,5,1,,6,1,0.273492,0.109412,0.162694,0.672501,0.358874,0.486487,0.36149,0.845361,0.212994,4.34909,0.290273,-0.0850714,-0.494208,100.316,25.0495,132.233,-0.57928,-0.213246,23.755776464939117,-0.13824550807476044,4.58469,33.11000061035156,,,,,,,897.6,6.106122448,897.6,6.106122448,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Patrick Bailey","SFG",133,525,473,108,74,20,2,11,53,53,41,0,137,3,5,2,,3,0,0.227817,0.0785849,0.260481,0.301692,0.291097,0.348875,0.282156,0.639971,0.121058,3.81262,0.29341,-0.333101,-0.385335,48.8433,-13.1659,81.2642,-0.718436,12.1732,-12.372038781642914,22.42320728302002,4.56837,739.4600219726562,,,,,,,442.3,3.325563909,442.3,3.325563909,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"William Contreras","MIL",152,610,531,143,94,29,1,20,79,77,71,4,116,4,4,0,,6,2,0.270009,0.11667,0.189735,0.614911,0.357678,0.439771,0.346369,0.797449,0.169762,3.57736,0.309338,-0.513625,-0.699851,88.5753,16.4991,123.614,-1.21348,-0.068014,15.858584880828857,7.481986157596111,4.49439,53.290000915527344,,,,,,,778.4,5.121052631,778.4,5.121052631,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Trea Turner","PHI",149,644,591,167,114,30,4,19,92,73,42,1,118,6,4,2,,28,5,0.282526,0.0657175,0.183243,0.358635,0.334424,0.442324,0.336138,0.776748,0.159798,6.51005,0.323249,1.41708,2.55077,88.1631,12.0695,114.24,3.96785,0.198051,14.83707571029663,7.098051533102989,4.43639,27.90999984741211,,,,,,,815.8,5.475167785,815.8,5.475167785,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Wyatt Langford","TEX",149,644,558,144,87,29,2,25,90,80,75,3,145,6,4,1,,22,6,0.25736,0.116811,0.225886,0.517126,0.348939,0.453141,0.346908,0.80208,0.195781,5.26419,0.302314,0.53987,0.925954,93.7944,17.7008,124.921,1.46582,4.64352,20.381950855255127,0.6435174942016602,4.41897,41.86000061035156,,,,,,,846.9,5.683892617,846.9,5.683892617,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Yordan Alvarez","HOU",130,560,475,140,81,28,1,29,83,85,71,11,97,7,6,1,,3,1,0.294304,0.126975,0.172581,0.735741,0.390576,0.54452,0.393311,0.935096,0.250215,3.3274,0.311251,-0.755013,-0.847901,102.658,36.4899,156.057,-1.60291,-0.0978913,35.39590394496918,-11.897890515625477,4.37614,35.5099983215332,,,,,,,905.4,6.964615384,905.4,6.964615384,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Matt Chapman","SFG",156,672,583,141,81,31,2,27,89,84,77,1,165,8,4,0,,9,3,0.241455,0.114351,0.246189,0.464484,0.335791,0.438488,0.33679,0.774279,0.197032,4.28947,0.288869,-0.0757015,-0.471834,92.3518,12.9498,118.691,-0.547535,3.38719,14.338703691959381,5.787185430526733,4.34659,167.94000244140625,,,,,,,825.4,5.291025641,825.4,5.291025641,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Bo Bichette","NYM",152,658,608,177,122,34,1,19,81,86,42,1,107,4,4,1,,6,3,0.290697,0.0635865,0.162797,0.390586,0.338356,0.446694,0.33938,0.78505,0.155998,3.39024,0.324207,0.267116,-1.21089,91.8117,14.0639,121.373,-0.94377,4.26081,15.724103331565857,4.86081326007843,4.3459,100.94000244140625,,,,,,,807.1,5.309868421,807.1,5.309868421,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Jackson Merrill","SDP",146,630,576,155,97,29,5,24,82,84,42,2,121,4,5,3,,7,3,0.269547,0.0664568,0.191434,0.347153,0.320702,0.461993,0.335011,0.782696,0.192446,4.8754,0.301275,1.039,-0.707322,85.6696,11.2302,118.817,0.331676,4.79609,14.381833732128143,6.846086263656616,4.31638,70.48999786376953,,,,,,,773.1,5.295205479,773.1,5.295205479,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Zach Neto","LAA",154,665,595,152,88,34,1,28,94,85,46,4,159,18,4,3,,28,9,0.254913,0.0689783,0.23928,0.288274,0.325049,0.458647,0.336577,0.783696,0.203734,5.66367,0.299781,0.47352,0.958911,91.2748,12.6999,115.221,1.43243,-1.38573,13.362379670143127,5.739274501800537,4.29609,26.860000610351562,,,,,,,843.7,5.478571428,843.7,5.478571428,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Corey Seager","TEX",130,560,489,131,80,25,0,26,76,77,62,10,102,5,4,0,,3,0,0.26817,0.110845,0.182,0.609039,0.353836,0.478366,0.353353,0.832202,0.210196,2.54971,0.288876,-0.858256,-0.581633,84.4905,18.3222,129.361,-1.43989,0.60528,17.939127922058105,4.105280101299286,4.22742,100.29000091552734,,,,,,,768.2,5.909230769,768.2,5.909230769,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Adley Rutschman","BAL",141,566,495,126,79,27,1,19,68,68,64,2,89,3,4,0,,1,0,0.254452,0.112556,0.157424,0.714986,0.34031,0.426335,0.33373,0.766645,0.171883,2.50047,0.274265,-0.369172,-0.819354,76.4323,9.50776,115.882,-1.18853,2.77147,9.414131164550781,8.846467971801758,4.00346,152.3699951171875,,,,,,,676.1,4.79503546,676.1,4.79503546,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Willy Adames","SFG",157,679,596,141,85,28,1,27,85,87,72,2,166,4,6,0,,12,4,0.236338,0.106658,0.244046,0.43704,0.320916,0.422161,0.322684,0.743077,0.185823,4.19241,0.279228,0.0864758,-0.18627,85.5372,5.30816,109.027,-0.0997945,2.0957,7.164978414773941,9.370695114135742,4.0031,135.88999938964844,,,,,,,773.9,4.929299363,773.9,4.929299363,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Nico Hoerner","CHC",154,665,607,171,128,30,3,9,79,65,43,1,62,10,4,1,,27,7,0.281108,0.0640458,0.0929927,0.688718,0.3361,0.387036,0.317742,0.723136,0.105929,5.53551,0.298584,0.776233,1.56277,81.1053,2.53045,105.041,2.339,7.68854,6.311962604522705,10.163535356521606,3.94928,107.08999633789062,,,,,,,730,4.74025974,730,4.74025974,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Gabriel Moreno","ARI",115,456,406,113,80,21,1,11,54,56,43,2,77,4,3,0,,4,2,0.279026,0.0946716,0.169755,0.557696,0.351085,0.421196,0.336336,0.772281,0.14217,3.55733,0.318017,0.308367,-0.838255,62.5265,8.62297,115.002,-0.529888,5.44994,7.58143550157547,13.424942970275879,3.92907,177.50999450683594,,,,,,,539.8,4.693913043,539.8,4.693913043,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Bryce Harper","PHI",154,665,574,157,91,37,0,29,90,95,81,8,143,5,5,0,,11,3,0.273466,0.121584,0.215225,0.564915,0.36538,0.492011,0.365701,0.85739,0.218545,3.47407,0.314001,0.1699,-0.292773,106.999,28.4243,134.492,-0.122872,0.517829,27.062050729990005,-11.457171559333801,3.86021,50.79999923706055,,,,,,,955.6,6.205194805,955.6,6.205194805,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Jeremy Peña","HOU",151,651,595,161,111,30,2,19,83,71,38,2,116,12,4,3,,18,5,0.270627,0.0582178,0.17824,0.326625,0.324727,0.421195,0.323941,0.745921,0.150567,5.21687,0.306929,0.687316,0.532512,82.6746,5.75398,108.27,1.21983,0.511432,7.56543242931366,7.48643159866333,3.83245,93.05999755859375,,,,,,,753.8,4.99205298,753.8,4.99205298,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Dansby Swanson","CHC",159,686,619,149,98,27,2,22,82,80,58,1,174,4,4,1,,16,4,0.240936,0.0852612,0.253943,0.33575,0.308456,0.398112,0.308091,0.706568,0.157176,4.90794,0.298137,0.758538,0.537903,78.2915,-2.7647,98.4298,1.29644,6.66172,0.01980268955230713,14.011716365814209,3.77072,154.88999938964844,,,,,,,717.1,4.510062893,717.1,4.510062893,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Alex Bregman","CHC",156,672,584,146,93,29,1,23,87,82,74,2,96,9,5,1,,3,1,0.250008,0.109718,0.142995,0.767285,0.340463,0.421028,0.332679,0.761492,0.17102,3.03963,0.262206,-0.637295,-1.06056,90.1088,10.7069,115.273,-1.69786,0.904023,10.466689348220825,3.30402272939682,3.69638,121.7699966430664,,,,,,,791.5,5.073717948,791.5,5.073717948,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Maikel Garcia","KCR",154,665,598,161,111,33,5,13,87,68,57,0,100,2,5,3,,27,7,0.269176,0.0851697,0.150207,0.567014,0.331603,0.404098,0.321535,0.735702,0.134922,6.10199,0.301839,0.582,1.30081,83.1536,4.57869,103.021,1.88281,6.14208,4.250479459762573,8.617081880569458,3.65826,68.73999786376953,,,,,,,758.7,4.926623376,758.7,4.926623376,,,,,,,,,,,,,,,,,,,"Maikel Garcia","22715",672580
"Austin Riley","ATL",156,672,608,159,95,31,2,30,88,92,51,1,174,8,5,1,,3,1,0.261171,0.0758558,0.25863,0.293298,0.323799,0.469793,0.340444,0.793591,0.208621,3.31511,0.314285,-0.0764477,-0.921888,94.3452,14.9432,118.329,-0.998336,-2.64115,13.60004037618637,-0.6411539316177368,3.61332,69.80000305175781,,,,,,,845.6,5.42051282,845.6,5.42051282,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Masyn Winn","STL",149,644,587,150,103,30,2,15,79,68,45,0,114,6,5,2,,13,4,0.255348,0.0703884,0.177548,0.396448,0.312607,0.388481,0.306851,0.701088,0.133133,4.83866,0.292591,0.930823,-0.16205,72.8495,-3.24404,97.9358,0.768773,7.63538,-0.8067967891693115,14.535379886627197,3.59676,277.260009765625,,,,,,,658.9,4.422147651,658.9,4.422147651,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Freddie Freeman","LAD",151,651,568,161,98,37,2,24,89,91,69,8,121,9,5,0,,8,2,0.283669,0.106201,0.18614,0.570545,0.36707,0.482043,0.362909,0.849112,0.198374,4.13159,0.320672,-0.73061,-0.381149,103.271,26.3504,134.699,-1.11176,-0.897077,25.66078209877014,-12.572076916694641,3.55512,71.33999633789062,,,,,,,921.5,6.102649006,921.5,6.102649006,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Byron Buxton","MIN",130,560,502,125,66,25,5,29,85,76,44,3,153,9,4,1,,17,2,0.248563,0.077812,0.273901,0.284088,0.316982,0.488719,0.342041,0.805701,0.240157,7.02555,0.296472,0.744922,1.89114,79.3471,13.1788,119.405,2.63606,0.407918,15.443763494491577,0.007918566465377808,3.5529,71.5999984741211,,,,,,,757.3,5.825384615,757.3,5.825384615,,,,,,,,,,,,,,,,,,,"Byron Buxton","14161",621439
"Nick Kurtz","ATH",143,616,534,139,74,28,1,36,97,99,73,3,173,4,4,1,,3,1,0.260869,0.118859,0.280159,0.424257,0.351925,0.520288,0.370957,0.872213,0.259419,3.66485,0.314319,0.103117,-0.77424,101.744,28.9585,137.263,-0.671123,-1.62448,26.382509350776672,-12.874478816986084,3.55124,17.09000015258789,,,,,,,903.6,6.318881118,903.6,6.318881118,,,,,,,,,,,,,,,,,,,"Nick Kurtz","35110",701762
"Pete Alonso","BAL",157,679,597,158,85,34,1,38,89,111,61,5,152,14,7,0,,2,1,0.263966,0.0902864,0.224511,0.402146,0.34268,0.514827,0.363416,0.857507,0.250861,2.62356,0.289327,-1.25459,-1.02741,107.992,27.7629,136.332,-2.282,-2.74566,26.793436527252197,-15.470659971237183,3.54951,24.969999313354492,,,,,,,975.3,6.21210191,975.3,6.21210191,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Michael Harris II","ATL",133,574,539,148,96,27,4,22,71,77,24,1,110,5,4,2,,18,5,0.275129,0.0415545,0.191823,0.216629,0.309322,0.459772,0.328859,0.769094,0.184643,5.75851,0.308029,0.4872,0.758463,75.1875,7.36498,110.393,1.24566,5.1899,8.316094517707825,7.23990273475647,3.54545,100.33999633789062,,,,,,,704.9,5.3,704.9,5.3,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Jacob Wilson","ATH",143,616,568,167,118,35,1,14,75,78,34,1,48,8,3,2,,6,2,0.294608,0.0555481,0.0776592,0.71528,0.341527,0.431448,0.335869,0.772975,0.13684,3.59363,0.301605,0.0529405,-0.848352,84.1949,11.4098,113.092,-0.795412,-2.29227,8.709471821784973,4.157727003097534,3.48568,188.7100067138672,,,,,,,737.8,5.159440559,737.8,5.159440559,,,,,,,,,,,,,,,,,,,"Jacob Wilson","33266",805779
"Riley Greene","DET",151,651,584,154,91,30,3,29,84,97,58,2,176,5,4,0,,3,2,0.263932,0.0884687,0.270984,0.326473,0.332675,0.47678,0.346959,0.809455,0.212848,3.54945,0.326125,0.00497869,-1.01249,94.8406,17.92,123.3,-1.00751,2.27,16.87022030353546,-5.305001974105835,3.47572,79.48999786376953,,,,,,,844.2,5.590728476,844.2,5.590728476,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Roman Anthony","BOS",146,630,536,142,89,31,3,19,92,70,83,1,156,5,4,2,,9,4,0.265501,0.131777,0.246927,0.533667,0.366881,0.44058,0.353152,0.807461,0.175079,4.89319,0.337376,0.336996,-0.757894,94.9488,20.5094,123.621,-0.420898,3.34839,17.118132025003433,-4.901605844497681,3.4684,54.459999084472656,,,,,,,814.7,5.580136986,814.7,5.580136986,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Manny Machado","SDP",149,644,583,153,98,28,0,26,80,90,53,4,127,3,4,0,,9,2,0.262978,0.0827578,0.196675,0.420784,0.325226,0.447558,0.331953,0.772784,0.184579,3.5135,0.292441,-0.446684,-0.107765,85.9748,9.8812,116.722,-0.554449,-0.0905862,12.209327101707458,-0.3905862420797348,3.40136,38.939998626708984,,,,,,,778.9,5.227516778,778.9,5.227516778,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Matt Olson","ATL",159,686,594,151,85,33,1,32,94,95,81,4,165,5,4,1,,1,0,0.253207,0.117895,0.240776,0.489647,0.345556,0.473084,0.351843,0.81864,0.219876,2.57147,0.295336,-0.85453,-0.959053,102.66,21.6035,126.138,-1.81358,2.9615,19.43786060810089,-9.288502931594849,3.37352,50.56999969482422,,,,,,,913.7,5.74654088,913.7,5.74654088,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Carlos Correa","HOU",131,567,509,134,90,25,1,18,66,67,50,2,115,4,4,0,,0,0,0.262437,0.0889462,0.203667,0.436724,0.331121,0.42029,0.326727,0.751411,0.157853,2.12592,0.305469,-0.024963,-0.918493,73.2891,6.29373,110.189,-0.943456,5.08053,5.865558385848999,7.205532073974609,3.33399,274.4599914550781,,,,,,,650.8,4.967938931,650.8,4.967938931,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Steven Kwan","CLE",154,665,593,165,125,27,3,11,86,60,61,1,61,5,4,3,,19,5,0.279253,0.0913315,0.092185,0.990741,0.349247,0.390259,0.326197,0.739506,0.111005,5.0948,0.294585,0.62042,0.500148,85.6705,7.09565,110.433,1.12057,7.25862,9.298067212104797,0.3336176872253418,3.32719,168.33999633789062,,,,,,,749.9,4.869480519,749.9,4.869480519,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Will Smith","LAD",126,500,428,109,68,21,1,19,67,67,58,3,97,8,5,0,,2,1,0.255364,0.116548,0.19398,0.600826,0.351898,0.444231,0.344874,0.796129,0.188867,3.14093,0.283898,-0.815522,-0.787853,72.0534,12.9273,122.344,-1.60337,-0.011211,11.648374438285828,9.138788596726954,3.32285,104.86000061035156,,,,,,,626.6,4.973015873,626.6,4.973015873,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Cody Bellinger","NYY",143,616,554,146,94,25,3,24,82,89,51,3,90,4,7,0,,11,3,0.263686,0.0826723,0.146675,0.563642,0.325855,0.448026,0.331906,0.773881,0.18434,4.9253,0.273356,0.186172,0.0484963,82.2133,9.42812,114.31,0.234668,5.72856,10.624033197760582,0.4785623550415039,3.30514,78.45999908447266,,,,,,,756.3,5.288811188,756.3,5.288811188,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Xander Bogaerts","SDP",141,609,546,144,103,27,1,13,72,60,51,2,107,5,5,1,,17,3,0.264417,0.0839604,0.1759,0.477319,0.330332,0.390485,0.315566,0.720817,0.126068,4.85708,0.304251,0.411611,1.07796,73.1995,1.24142,105.497,1.48957,-0.250096,5.456910252571106,6.274904429912567,3.27332,242.97000122070312,,,,,,,658.5,4.670212765,658.5,4.670212765,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Austin Wells","NYY",117,461,412,93,54,20,1,19,53,62,39,0,112,5,5,1,,5,1,0.22681,0.0846663,0.243574,0.3476,0.29862,0.417002,0.310159,0.715623,0.190192,3.86415,0.261265,-0.12534,-0.0914344,53.433,-1.08501,99.3288,-0.216775,0.221433,-0.5817864239215851,8.921433255076408,3.20188,244.49000549316406,,,,,,,489.8,4.186324786,489.8,4.186324786,,,,,,,,,,,,,,,,,,,"Austin Wells","27562",669224
